danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.529,0.198,0,-13.694,0,0.0385,0.944,0.682,0.214,0.132,110.815,audio_features,064k0lT6tP4AdWull7SSz0,spotify:track:064k0lT6tP4AdWull7SSz0,https://api.spotify.com/v1/tracks/064k0lT6tP4AdWull7SSz0,https://api.spotify.com/v1/audio-analysis/064k0lT6tP4AdWull7SSz0,190844,4
0.454,0.181,10,-19.47,0,0.0339,0.973,0.841,0.106,0.0761,104.3,audio_features,4oECG5mUxW51Nh3U6iOdrc,spotify:track:4oECG5mUxW51Nh3U6iOdrc,https://api.spotify.com/v1/tracks/4oECG5mUxW51Nh3U6iOdrc,https://api.spotify.com/v1/audio-analysis/4oECG5mUxW51Nh3U6iOdrc,160589,4
0.506,0.122,8,-17.565,1,0.0358,0.941,0.586,0.112,0.14,91.924,audio_features,1cwJs07Bx640tEkvHfDemy,spotify:track:1cwJs07Bx640tEkvHfDemy,https://api.spotify.com/v1/tracks/1cwJs07Bx640tEkvHfDemy,https://api.spotify.com/v1/audio-analysis/1cwJs07Bx640tEkvHfDemy,252814,4
0.343,0.236,9,-16.697,0,0.0391,0.963,0.849,0.196,0.139,178.049,audio_features,5Df2sfwDdTC266NFO3qfa0,spotify:track:5Df2sfwDdTC266NFO3qfa0,https://api.spotify.com/v1/tracks/5Df2sfwDdTC266NFO3qfa0,https://api.spotify.com/v1/audio-analysis/5Df2sfwDdTC266NFO3qfa0,204752,3
0.352,0.202,10,-19.334,1,0.0357,0.854,0.805,0.0892,0.179,59.559,audio_features,5WwybHBAdhsJMNBbXymtS3,spotify:track:5WwybHBAdhsJMNBbXymtS3,https://api.spotify.com/v1/tracks/5WwybHBAdhsJMNBbXymtS3,https://api.spotify.com/v1/audio-analysis/5WwybHBAdhsJMNBbXymtS3,234940,4
0.415,0.126,5,-18.253,1,0.0578,0.962,0.77,0.0985,0.237,177.535,audio_features,6S6bbgUm80TdelwOPf0dsR,spotify:track:6S6bbgUm80TdelwOPf0dsR,https://api.spotify.com/v1/tracks/6S6bbgUm80TdelwOPf0dsR,https://api.spotify.com/v1/audio-analysis/6S6bbgUm80TdelwOPf0dsR,198701,3
0.526,0.126,2,-27.512,1,0.031,0.919,0.851,0.0999,0.0868,99.358,audio_features,5CFZEWl1VQpFDda3PYitiP,spotify:track:5CFZEWl1VQpFDda3PYitiP,https://api.spotify.com/v1/tracks/5CFZEWl1VQpFDda3PYitiP,https://api.spotify.com/v1/audio-analysis/5CFZEWl1VQpFDda3PYitiP,235051,4
0.307,0.149,3,-20.555,1,0.041,0.99,0.922,0.118,0.238,61.176,audio_features,7FJiPlX1unkR69o7SwYJa4,spotify:track:7FJiPlX1unkR69o7SwYJa4,https://api.spotify.com/v1/tracks/7FJiPlX1unkR69o7SwYJa4,https://api.spotify.com/v1/audio-analysis/7FJiPlX1unkR69o7SwYJa4,166115,4
0.4,0.201,10,-14.21,1,0.0363,0.96,0.0929,0.178,0.37,128.6,audio_features,5ZhZ2RGjOsFOUC57CyCUiJ,spotify:track:5ZhZ2RGjOsFOUC57CyCUiJ,https://api.spotify.com/v1/tracks/5ZhZ2RGjOsFOUC57CyCUiJ,https://api.spotify.com/v1/audio-analysis/5ZhZ2RGjOsFOUC57CyCUiJ,194600,4
0.609,0.124,5,-18.372,0,0.0351,0.711,0.564,0.128,0.075,100.455,audio_features,2BlPcDhmDzUyD5cWFyvmoy,spotify:track:2BlPcDhmDzUyD5cWFyvmoy,https://api.spotify.com/v1/tracks/2BlPcDhmDzUyD5cWFyvmoy,https://api.spotify.com/v1/audio-analysis/2BlPcDhmDzUyD5cWFyvmoy,274021,4
