danceability,energy,loudness,tempo,valence,acousticness,cluster,id
0.832,0.583,-8.913,140.943,0.677,0.673,7,1WHwr3enTkZdG8feFozaqy
0.553,0.757,-6.244,145.843,0.852,0.503,4,1J5mCQXSgNiHPS3N8G2TNk
0.842,0.762,-6.09,145.112,0.964,0.431,4,1LRddxKSytP15JzJ7ebr64
0.726,0.673,-6.149,145.718,0.498,0.712,7,0PmBlqAKstzEDgngLCDiFW
0.701,0.536,-12.523,160.199,0.382,0.113,2,7wc0bSJHs36VJ0po9UCvHj
0.715,0.74,-5.782,144.876,0.775,0.311,4,7nCuL6OjPaQERu3unCv5Xc
0.751,0.829,-7.457,150.815,0.832,0.499,7,0RfMUBVPkuv0eYNBGWe7PM
0.777,0.94,-4.927,160.034,0.853,0.331,4,4gaB38fhaZRD3dCiRDxSzy
0.884,0.62,-7.932,142.888,0.57,0.79,7,4VRHUXJ5gptBuACf5kFoF2
0.621,0.566,-10.837,136.54,0.182,0.404,3,4grpUiayIDu0vdydUXjPs0
0.781,0.541,-6.823,146.355,0.641,0.624,7,0s9RsF8fxKXUorxCAGthRZ
0.89,0.403,-14.702,142.201,0.834,0.0683,11,2eecb4JWIiK6hQRwKYAFTp
0.93,0.624,-10.61,137.044,0.725,0.646,7,3yRvSXPbTJ589gRUIfTbnk
0.79,0.737,-5.568,143.083,0.356,0.349,2,38baHRHvx5hgtz0nhpAbEY
0.969,0.523,-10.016,118.103,0.735,0.316,11,79MeA7V0mJxfl8N0xi15zL
0.65,0.871,-4.523,127.958,0.512,0.0525,14,6q2A5WxD7VlFceZXdpfj4z
0.684,0.872,-3.02,126.005,0.554,0.0376,14,1CINbWotyT3WDt9EDh3cww
0.793,0.85,-6.696,115.966,0.856,0.297,4,65wKbNqjUTmdyk47Z31Czm
0.543,0.862,-3.586,168.015,0.603,0.166,10,6QeQs7lz8qR2miwx9n2epp
0.808,0.699,-5.879,126.015,0.826,0.159,4,7dAt83GzvIAu9w6ur6aX4J
0.569,0.86,-5.008,109.957,0.469,0.0217,14,2XEwnFyQhDBHq6rFEaAOQj
0.723,0.899,-2.428,121.054,0.591,0.246,14,70fRUZsAxNKuxTy8gp4nKT
0.598,0.809,-3.691,124.943,0.62,0.102,14,28ooNJCBh2MWbCVYhZ8aqx
0.738,0.592,-9.478,127.976,0.906,0.00341,11,0eZyB2PzHQHSdGrIcd6n31
0.669,0.566,-12.388,111.395,0.708,0.329,19,7yUv6nCxiV1pEa5MdybU5b
0.746,0.892,-5.859,119.997,0.71,0.108,14,5FcXxcMF1xonYnEVDl7fHy
0.643,0.883,-2.993,123.947,0.606,0.0489,14,6K822mx4lU6YxZz3mt98EK
0.714,0.839,-3.709,129.992,0.544,0.0383,14,3xidREsT9qVMK9mfOWkUVz
0.691,0.817,-5.511,124.973,0.398,0.445,14,0NwYp0dLQruIwIWAZPvmtl
0.681,0.997,-3.611,130.131,0.769,0.0946,4,6ehQWK3OTeDsG3XpHgF04I
0.687,0.761,-3.714,122.02,0.858,0.262,4,0yrZHjRVqkajH9xePjFI1C
0.756,0.917,-3.958,120.122,0.945,0.376,4,0tkQ3LrxKyiT9x8a2MBarw
0.7,0.973,-2.814,119.982,0.96,0.00788,4,5UIsE7Np5AItNLv35mCsPg
0.782,0.97,-2.102,126.974,0.781,0.0264,4,19glykLrIU0iWh8TIuI0oR
0.684,0.966,-2.69,120.012,0.899,0.342,4,1fE2zhbqWBo0DgAJmHEVx2
0.754,0.769,-6.369,124.016,0.832,0.431,4,4omRd4BJaHglIrmJeUttJl
0.7,0.881,-4.985,125.975,0.531,0.164,14,1OOv5zv6XhCfsdZtHqvKIX
0.75,0.896,-5.482,129.983,0.825,0.147,4,5RCquxPbMJkdstaP7Xfb5j
0.641,0.994,-3.58,130.01,0.702,0.0918,14,2c9ckBLgG3oqx4OqBjHWtz
0.709,0.832,-4.578,118.027,0.681,0.403,14,5ftAdpccCCrY7JK8jOOiHn
0.602,0.954,-3.76,127.968,0.901,0.0255,4,3qoMWo1JY6FZMh1aulUIrW
0.786,0.824,-6.04,123.015,0.57,0.105,14,1L0zpRujG3Rgq7K1I8E3nD
0.592,0.935,-4.676,130.02,0.653,0.182,14,6n47F9dIaHnntab8G5cRZp
0.587,0.769,-5.868,115.109,0.967,0.22,4,7DfHmCnSLftVHPvtFPFsmA
0.709,0.817,-5.63,126.075,0.596,0.195,14,03u6NcIx3EineN6cRBZCd4
0.772,0.928,-4.391,119.991,0.92,0.204,4,5OjIpU2wnpV30LNFZTdrtq
0.659,0.778,-4.26,108.013,0.592,0.00018,14,41HiaE2rHph7xTYt5mvzrA
0.704,0.951,-3.304,123.981,0.833,0.0905,4,1eYV0EgIjSL4q0TgfQekJf
0.691,0.933,-5.579,130.03,0.689,0.198,14,5jw3qLAj0Vc6dvXFipchXA
0.678,0.933,-3.347,166.953,0.677,0.0742,10,4qSzIHwKjj7DoCsoXe7RPw
0.634,0.797,-5.987,123.808,0.787,0.43,4,6XAhhD4ZbcHoPm7FdcFzbS
0.616,0.936,-3.106,119.988,0.491,0.00449,14,3FiUrmUhTAuHUTkwIbxohM
0.661,0.722,-7.456,117.022,0.606,0.0116,14,05pXqEs4ouaP0dN9iZW7Qa
0.751,0.897,-3.618,126.967,0.871,0.0522,4,3WmWlCvrYfF8EJQOi4YiYZ
0.752,0.895,-6.29,128.482,0.972,0.0213,4,0xJCFn6sMc3jgPmraCK0l6
0.717,0.848,-4.927,122.045,0.661,0.011,14,2GLDBTQkcfru1wtceW57bF
0.801,0.812,-4.048,127.983,0.796,0.0711,4,6avuE0GdAll0hjio9uUIrz
0.71,0.818,-7.567,119.993,0.804,0.0517,4,3X9B7yIpLasUU5j4GPXogp
0.686,0.884,-4.353,127.898,0.671,0.0882,14,6Ek5Chnk0MvFciidgQbfLw
0.719,0.83,-4.202,125.029,0.893,0.263,4,57kEWVCDHNtlziIEavbV2Q
0.72,0.932,-4.204,130.928,0.918,0.0976,4,4cSSAsYt4afPzyaBdO0WVs
0.667,0.821,-5.565,121.027,0.638,0.0941,14,3fGkWWpjU3xghZbKa2rQUW
0.704,0.934,-4.528,121.014,0.494,0.0285,14,1JlczCvmw3K2MizmtDvfp3
0.716,0.695,-5.25,117.966,0.684,0.00643,14,0oUlljswfmHwdNpjHnn8Ii
0.7,0.892,-4.097,128.005,0.667,0.0496,14,3ML92qAQ18YE1OcCMYDy5Z
